person_id,entity_id,date,transaction_id
136,150,2023-01-01,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-08,b67caac5-a71f-4d37-992b-42cfb772436d
136,982,2023-01-10,b67caac5-a71f-4d37-992b-42cfb772436d
136,645,2023-01-10,b67caac5-a71f-4d37-992b-42cfb772436d
136,695,2023-01-13,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-14,b67caac5-a71f-4d37-992b-42cfb772436d
136,386,2023-01-15,b67caac5-a71f-4d37-992b-42cfb772436d
136,195,2023-01-15,b67caac5-a71f-4d37-992b-42cfb772436d
136,150,2023-01-18,b67caac5-a71f-4d37-992b-42cfb772436d
136,211,2023-01-18,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-18,b67caac5-a71f-4d37-992b-42cfb772436d
136,432,2023-01-22,b67caac5-a71f-4d37-992b-42cfb772436d
136,903,2023-01-22,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-24,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-24,b67caac5-a71f-4d37-992b-42cfb772436d
136,564,2023-01-26,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-27,b67caac5-a71f-4d37-992b-42cfb772436d
136,107,2023-01-29,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-01-30,b67caac5-a71f-4d37-992b-42cfb772436d
136,595,2023-01-31,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-02-01,b67caac5-a71f-4d37-992b-42cfb772436d
136,340,2023-02-02,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-02-05,b67caac5-a71f-4d37-992b-42cfb772436d
136,373,2023-02-06,b67caac5-a71f-4d37-992b-42cfb772436d
136,737,2023-02-06,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-02-10,b67caac5-a71f-4d37-992b-42cfb772436d
136,922,2023-02-12,b67caac5-a71f-4d37-992b-42cfb772436d
136,845,2023-02-13,b67caac5-a71f-4d37-992b-42cfb772436d
136,562,2023-02-13,b67caac5-a71f-4d37-992b-42cfb772436d
136,858,2023-02-16,b67caac5-a71f-4d37-992b-42cfb772436d
136,718,2023-02-16,b67caac5-a71f-4d37-992b-42cfb772436d
136,150,2023-02-17,b67caac5-a71f-4d37-992b-42cfb772436d
136,801,2023-02-19,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-02-21,b67caac5-a71f-4d37-992b-42cfb772436d
136,35,2023-02-21,b67caac5-a71f-4d37-992b-42cfb772436d
136,343,2023-02-22,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-02-24,b67caac5-a71f-4d37-992b-42cfb772436d
136,455,2023-02-25,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-02-26,b67caac5-a71f-4d37-992b-42cfb772436d
136,214,2023-02-28,b67caac5-a71f-4d37-992b-42cfb772436d
136,410,2023-03-01,b67caac5-a71f-4d37-992b-42cfb772436d
136,980,2023-03-02,b67caac5-a71f-4d37-992b-42cfb772436d
136,809,2023-03-03,b67caac5-a71f-4d37-992b-42cfb772436d
136,195,2023-03-05,b67caac5-a71f-4d37-992b-42cfb772436d
136,263,2023-03-05,b67caac5-a71f-4d37-992b-42cfb772436d
136,596,2023-03-08,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-03-08,b67caac5-a71f-4d37-992b-42cfb772436d
136,842,2023-03-10,b67caac5-a71f-4d37-992b-42cfb772436d
136,796,2023-03-11,b67caac5-a71f-4d37-992b-42cfb772436d
136,383,2023-03-16,b67caac5-a71f-4d37-992b-42cfb772436d
136,562,2023-03-17,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-03-18,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-03-18,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-03-20,b67caac5-a71f-4d37-992b-42cfb772436d
136,363,2023-03-20,b67caac5-a71f-4d37-992b-42cfb772436d
136,218,2023-03-20,b67caac5-a71f-4d37-992b-42cfb772436d
136,937,2023-03-22,b67caac5-a71f-4d37-992b-42cfb772436d
136,482,2023-03-24,b67caac5-a71f-4d37-992b-42cfb772436d
136,717,2023-03-24,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-03-25,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-03-25,b67caac5-a71f-4d37-992b-42cfb772436d
136,446,2023-03-27,b67caac5-a71f-4d37-992b-42cfb772436d
136,402,2023-03-28,b67caac5-a71f-4d37-992b-42cfb772436d
136,284,2023-03-30,b67caac5-a71f-4d37-992b-42cfb772436d
136,758,2023-03-30,b67caac5-a71f-4d37-992b-42cfb772436d
136,150,2023-04-02,b67caac5-a71f-4d37-992b-42cfb772436d
136,39,2023-04-02,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-04-03,b67caac5-a71f-4d37-992b-42cfb772436d
136,126,2023-04-04,b67caac5-a71f-4d37-992b-42cfb772436d
136,564,2023-04-05,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-04-11,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-04-14,b67caac5-a71f-4d37-992b-42cfb772436d
136,525,2023-04-18,b67caac5-a71f-4d37-992b-42cfb772436d
136,109,2023-04-19,b67caac5-a71f-4d37-992b-42cfb772436d
136,780,2023-04-20,b67caac5-a71f-4d37-992b-42cfb772436d
136,652,2023-04-23,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-04-25,b67caac5-a71f-4d37-992b-42cfb772436d
136,952,2023-04-25,b67caac5-a71f-4d37-992b-42cfb772436d
136,149,2023-04-27,b67caac5-a71f-4d37-992b-42cfb772436d
