person_id,entity_id,date,transaction_id
63,952,2023-01-01,2bf5231e-6201-4329-804d-723561569e27
63,937,2023-01-04,2bf5231e-6201-4329-804d-723561569e27
63,557,2023-01-07,2bf5231e-6201-4329-804d-723561569e27
63,324,2023-01-07,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-01-15,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-01-15,2bf5231e-6201-4329-804d-723561569e27
63,340,2023-01-16,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-01-18,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-01-18,2bf5231e-6201-4329-804d-723561569e27
63,101,2023-01-19,2bf5231e-6201-4329-804d-723561569e27
63,248,2023-01-19,2bf5231e-6201-4329-804d-723561569e27
63,340,2023-01-20,2bf5231e-6201-4329-804d-723561569e27
63,424,2023-01-21,2bf5231e-6201-4329-804d-723561569e27
63,296,2023-01-22,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-01-23,2bf5231e-6201-4329-804d-723561569e27
63,204,2023-01-27,2bf5231e-6201-4329-804d-723561569e27
63,4,2023-01-30,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-01-31,2bf5231e-6201-4329-804d-723561569e27
63,372,2023-02-01,2bf5231e-6201-4329-804d-723561569e27
63,869,2023-02-02,2bf5231e-6201-4329-804d-723561569e27
63,984,2023-02-03,2bf5231e-6201-4329-804d-723561569e27
63,248,2023-02-04,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-02-04,2bf5231e-6201-4329-804d-723561569e27
63,605,2023-02-05,2bf5231e-6201-4329-804d-723561569e27
63,150,2023-02-08,2bf5231e-6201-4329-804d-723561569e27
63,457,2023-02-09,2bf5231e-6201-4329-804d-723561569e27
63,993,2023-02-09,2bf5231e-6201-4329-804d-723561569e27
63,340,2023-02-10,2bf5231e-6201-4329-804d-723561569e27
63,716,2023-02-15,2bf5231e-6201-4329-804d-723561569e27
63,11,2023-02-20,2bf5231e-6201-4329-804d-723561569e27
63,349,2023-02-20,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-02-22,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-02-25,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-02-28,2bf5231e-6201-4329-804d-723561569e27
63,95,2023-03-01,2bf5231e-6201-4329-804d-723561569e27
63,581,2023-03-04,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-03-04,2bf5231e-6201-4329-804d-723561569e27
63,903,2023-03-04,2bf5231e-6201-4329-804d-723561569e27
63,995,2023-03-14,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-03-14,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-03-15,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-03-15,2bf5231e-6201-4329-804d-723561569e27
63,214,2023-03-16,2bf5231e-6201-4329-804d-723561569e27
63,463,2023-03-17,2bf5231e-6201-4329-804d-723561569e27
63,503,2023-03-24,2bf5231e-6201-4329-804d-723561569e27
63,282,2023-03-26,2bf5231e-6201-4329-804d-723561569e27
63,318,2023-03-27,2bf5231e-6201-4329-804d-723561569e27
63,464,2023-03-29,2bf5231e-6201-4329-804d-723561569e27
63,34,2023-03-30,2bf5231e-6201-4329-804d-723561569e27
63,937,2023-03-30,2bf5231e-6201-4329-804d-723561569e27
63,83,2023-04-01,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-04-02,2bf5231e-6201-4329-804d-723561569e27
63,952,2023-04-05,2bf5231e-6201-4329-804d-723561569e27
