person_id,entity_id,date,transaction_id
64,952,2023-01-03,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,150,2023-01-03,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-05,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,167,2023-01-05,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,888,2023-01-06,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,11,2023-01-06,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,517,2023-01-06,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-06,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,149,2023-01-07,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,935,2023-01-07,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,700,2023-01-09,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,741,2023-01-10,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,38,2023-01-10,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-11,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,801,2023-01-11,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,573,2023-01-14,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,260,2023-01-14,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,260,2023-01-14,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,988,2023-01-17,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,569,2023-01-17,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-17,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,471,2023-01-18,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,129,2023-01-20,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,296,2023-01-21,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-22,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,956,2023-01-22,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,564,2023-01-22,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-22,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,952,2023-01-22,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,776,2023-01-24,9938d6b6-e212-46ff-b525-a1e713c2aaa6
64,905,2023-01-25,9938d6b6-e212-46ff-b525-a1e713c2aaa6
