person_id,entity_id,date,transaction_id
74,564,2023-01-01,93bb671c-b496-458c-b438-f887be363010
74,695,2023-01-02,93bb671c-b496-458c-b438-f887be363010
74,590,2023-01-03,93bb671c-b496-458c-b438-f887be363010
74,442,2023-01-04,93bb671c-b496-458c-b438-f887be363010
74,380,2023-01-05,93bb671c-b496-458c-b438-f887be363010
74,182,2023-01-06,93bb671c-b496-458c-b438-f887be363010
74,220,2023-01-06,93bb671c-b496-458c-b438-f887be363010
74,573,2023-01-06,93bb671c-b496-458c-b438-f887be363010
74,54,2023-01-07,93bb671c-b496-458c-b438-f887be363010
74,836,2023-01-08,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-09,93bb671c-b496-458c-b438-f887be363010
74,964,2023-01-10,93bb671c-b496-458c-b438-f887be363010
74,995,2023-01-10,93bb671c-b496-458c-b438-f887be363010
74,900,2023-01-11,93bb671c-b496-458c-b438-f887be363010
74,926,2023-01-11,93bb671c-b496-458c-b438-f887be363010
74,353,2023-01-12,93bb671c-b496-458c-b438-f887be363010
74,390,2023-01-13,93bb671c-b496-458c-b438-f887be363010
74,506,2023-01-14,93bb671c-b496-458c-b438-f887be363010
74,866,2023-01-14,93bb671c-b496-458c-b438-f887be363010
74,547,2023-01-15,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-15,93bb671c-b496-458c-b438-f887be363010
74,423,2023-01-16,93bb671c-b496-458c-b438-f887be363010
74,442,2023-01-18,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-18,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-21,93bb671c-b496-458c-b438-f887be363010
74,509,2023-01-22,93bb671c-b496-458c-b438-f887be363010
74,210,2023-01-23,93bb671c-b496-458c-b438-f887be363010
74,995,2023-01-24,93bb671c-b496-458c-b438-f887be363010
74,695,2023-01-24,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-24,93bb671c-b496-458c-b438-f887be363010
74,562,2023-01-24,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-26,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-26,93bb671c-b496-458c-b438-f887be363010
74,806,2023-01-27,93bb671c-b496-458c-b438-f887be363010
74,607,2023-01-27,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-29,93bb671c-b496-458c-b438-f887be363010
74,401,2023-01-29,93bb671c-b496-458c-b438-f887be363010
74,952,2023-01-29,93bb671c-b496-458c-b438-f887be363010
74,486,2023-01-30,93bb671c-b496-458c-b438-f887be363010
74,180,2023-01-30,93bb671c-b496-458c-b438-f887be363010
74,958,2023-01-30,93bb671c-b496-458c-b438-f887be363010
74,264,2023-01-30,93bb671c-b496-458c-b438-f887be363010
74,677,2023-01-30,93bb671c-b496-458c-b438-f887be363010
74,763,2023-01-31,93bb671c-b496-458c-b438-f887be363010
74,809,2023-01-31,93bb671c-b496-458c-b438-f887be363010
74,16,2023-02-01,93bb671c-b496-458c-b438-f887be363010
74,195,2023-02-02,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-03,93bb671c-b496-458c-b438-f887be363010
74,786,2023-02-03,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-04,93bb671c-b496-458c-b438-f887be363010
74,255,2023-02-04,93bb671c-b496-458c-b438-f887be363010
74,590,2023-02-04,93bb671c-b496-458c-b438-f887be363010
74,826,2023-02-05,93bb671c-b496-458c-b438-f887be363010
74,937,2023-02-05,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-05,93bb671c-b496-458c-b438-f887be363010
74,751,2023-02-07,93bb671c-b496-458c-b438-f887be363010
74,95,2023-02-08,93bb671c-b496-458c-b438-f887be363010
74,709,2023-02-08,93bb671c-b496-458c-b438-f887be363010
74,432,2023-02-08,93bb671c-b496-458c-b438-f887be363010
74,218,2023-02-08,93bb671c-b496-458c-b438-f887be363010
74,340,2023-02-08,93bb671c-b496-458c-b438-f887be363010
74,892,2023-02-08,93bb671c-b496-458c-b438-f887be363010
74,801,2023-02-10,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-11,93bb671c-b496-458c-b438-f887be363010
74,340,2023-02-11,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-11,93bb671c-b496-458c-b438-f887be363010
74,92,2023-02-12,93bb671c-b496-458c-b438-f887be363010
74,791,2023-02-14,93bb671c-b496-458c-b438-f887be363010
74,311,2023-02-14,93bb671c-b496-458c-b438-f887be363010
74,779,2023-02-15,93bb671c-b496-458c-b438-f887be363010
74,905,2023-02-15,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-16,93bb671c-b496-458c-b438-f887be363010
74,598,2023-02-16,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-17,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-17,93bb671c-b496-458c-b438-f887be363010
74,564,2023-02-18,93bb671c-b496-458c-b438-f887be363010
74,644,2023-02-19,93bb671c-b496-458c-b438-f887be363010
74,442,2023-02-19,93bb671c-b496-458c-b438-f887be363010
74,527,2023-02-20,93bb671c-b496-458c-b438-f887be363010
74,432,2023-02-20,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-20,93bb671c-b496-458c-b438-f887be363010
74,339,2023-02-21,93bb671c-b496-458c-b438-f887be363010
74,843,2023-02-23,93bb671c-b496-458c-b438-f887be363010
74,759,2023-02-23,93bb671c-b496-458c-b438-f887be363010
74,407,2023-02-23,93bb671c-b496-458c-b438-f887be363010
74,390,2023-02-23,93bb671c-b496-458c-b438-f887be363010
74,704,2023-02-23,93bb671c-b496-458c-b438-f887be363010
74,189,2023-02-24,93bb671c-b496-458c-b438-f887be363010
74,390,2023-02-24,93bb671c-b496-458c-b438-f887be363010
74,952,2023-02-26,93bb671c-b496-458c-b438-f887be363010
74,707,2023-03-02,93bb671c-b496-458c-b438-f887be363010
74,937,2023-03-02,93bb671c-b496-458c-b438-f887be363010
74,591,2023-03-04,93bb671c-b496-458c-b438-f887be363010
74,280,2023-03-05,93bb671c-b496-458c-b438-f887be363010
74,952,2023-03-05,93bb671c-b496-458c-b438-f887be363010
74,952,2023-03-05,93bb671c-b496-458c-b438-f887be363010
74,995,2023-03-06,93bb671c-b496-458c-b438-f887be363010
74,367,2023-03-08,93bb671c-b496-458c-b438-f887be363010
74,368,2023-03-09,93bb671c-b496-458c-b438-f887be363010
74,104,2023-03-10,93bb671c-b496-458c-b438-f887be363010
74,900,2023-03-12,93bb671c-b496-458c-b438-f887be363010
74,952,2023-03-13,93bb671c-b496-458c-b438-f887be363010
74,703,2023-03-14,93bb671c-b496-458c-b438-f887be363010
74,264,2023-03-14,93bb671c-b496-458c-b438-f887be363010
74,961,2023-03-15,93bb671c-b496-458c-b438-f887be363010
74,595,2023-03-16,93bb671c-b496-458c-b438-f887be363010
74,315,2023-03-17,93bb671c-b496-458c-b438-f887be363010
74,12,2023-03-19,93bb671c-b496-458c-b438-f887be363010
74,952,2023-03-19,93bb671c-b496-458c-b438-f887be363010
74,930,2023-03-19,93bb671c-b496-458c-b438-f887be363010
74,680,2023-03-20,93bb671c-b496-458c-b438-f887be363010
74,758,2023-03-24,93bb671c-b496-458c-b438-f887be363010
74,852,2023-03-25,93bb671c-b496-458c-b438-f887be363010
74,937,2023-03-25,93bb671c-b496-458c-b438-f887be363010
74,695,2023-03-26,93bb671c-b496-458c-b438-f887be363010
74,10,2023-03-27,93bb671c-b496-458c-b438-f887be363010
74,731,2023-03-28,93bb671c-b496-458c-b438-f887be363010
74,336,2023-03-28,93bb671c-b496-458c-b438-f887be363010
74,564,2023-03-29,93bb671c-b496-458c-b438-f887be363010
74,390,2023-03-30,93bb671c-b496-458c-b438-f887be363010
74,416,2023-03-31,93bb671c-b496-458c-b438-f887be363010
74,296,2023-03-31,93bb671c-b496-458c-b438-f887be363010
74,791,2023-04-02,93bb671c-b496-458c-b438-f887be363010
74,952,2023-04-04,93bb671c-b496-458c-b438-f887be363010
74,952,2023-04-06,93bb671c-b496-458c-b438-f887be363010
74,878,2023-04-07,93bb671c-b496-458c-b438-f887be363010
74,952,2023-04-08,93bb671c-b496-458c-b438-f887be363010
74,952,2023-04-08,93bb671c-b496-458c-b438-f887be363010
74,53,2023-04-10,93bb671c-b496-458c-b438-f887be363010
74,952,2023-04-11,93bb671c-b496-458c-b438-f887be363010
74,306,2023-04-11,93bb671c-b496-458c-b438-f887be363010
74,557,2023-04-12,93bb671c-b496-458c-b438-f887be363010
