person_id,entity_id,date,transaction_id
159,684,2023-01-01,fd7621e5-d644-44c2-888c-307deb6d78e6
159,929,2023-01-02,fd7621e5-d644-44c2-888c-307deb6d78e6
159,995,2023-01-02,fd7621e5-d644-44c2-888c-307deb6d78e6
159,276,2023-01-03,fd7621e5-d644-44c2-888c-307deb6d78e6
159,718,2023-01-05,fd7621e5-d644-44c2-888c-307deb6d78e6
159,995,2023-01-06,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-07,fd7621e5-d644-44c2-888c-307deb6d78e6
159,204,2023-01-07,fd7621e5-d644-44c2-888c-307deb6d78e6
159,835,2023-01-08,fd7621e5-d644-44c2-888c-307deb6d78e6
159,195,2023-01-08,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-09,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-10,fd7621e5-d644-44c2-888c-307deb6d78e6
159,218,2023-01-10,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-10,fd7621e5-d644-44c2-888c-307deb6d78e6
159,150,2023-01-12,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-12,fd7621e5-d644-44c2-888c-307deb6d78e6
159,260,2023-01-12,fd7621e5-d644-44c2-888c-307deb6d78e6
159,852,2023-01-15,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-17,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-18,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-23,fd7621e5-d644-44c2-888c-307deb6d78e6
159,340,2023-01-23,fd7621e5-d644-44c2-888c-307deb6d78e6
159,195,2023-01-24,fd7621e5-d644-44c2-888c-307deb6d78e6
159,42,2023-01-26,fd7621e5-d644-44c2-888c-307deb6d78e6
159,616,2023-01-27,fd7621e5-d644-44c2-888c-307deb6d78e6
159,280,2023-01-29,fd7621e5-d644-44c2-888c-307deb6d78e6
159,85,2023-01-30,fd7621e5-d644-44c2-888c-307deb6d78e6
159,329,2023-01-30,fd7621e5-d644-44c2-888c-307deb6d78e6
159,286,2023-01-30,fd7621e5-d644-44c2-888c-307deb6d78e6
159,340,2023-01-31,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-01-31,fd7621e5-d644-44c2-888c-307deb6d78e6
159,937,2023-02-03,fd7621e5-d644-44c2-888c-307deb6d78e6
159,400,2023-02-04,fd7621e5-d644-44c2-888c-307deb6d78e6
159,601,2023-02-06,fd7621e5-d644-44c2-888c-307deb6d78e6
159,517,2023-02-08,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-02-09,fd7621e5-d644-44c2-888c-307deb6d78e6
159,93,2023-02-09,fd7621e5-d644-44c2-888c-307deb6d78e6
159,779,2023-02-12,fd7621e5-d644-44c2-888c-307deb6d78e6
159,432,2023-02-14,fd7621e5-d644-44c2-888c-307deb6d78e6
159,590,2023-02-14,fd7621e5-d644-44c2-888c-307deb6d78e6
159,995,2023-02-17,fd7621e5-d644-44c2-888c-307deb6d78e6
159,214,2023-02-18,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-02-19,fd7621e5-d644-44c2-888c-307deb6d78e6
159,860,2023-02-19,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-02-21,fd7621e5-d644-44c2-888c-307deb6d78e6
159,934,2023-02-21,fd7621e5-d644-44c2-888c-307deb6d78e6
159,398,2023-02-22,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-02-23,fd7621e5-d644-44c2-888c-307deb6d78e6
159,752,2023-02-23,fd7621e5-d644-44c2-888c-307deb6d78e6
159,862,2023-02-24,fd7621e5-d644-44c2-888c-307deb6d78e6
159,759,2023-02-25,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-02,fd7621e5-d644-44c2-888c-307deb6d78e6
159,348,2023-03-07,fd7621e5-d644-44c2-888c-307deb6d78e6
159,586,2023-03-11,fd7621e5-d644-44c2-888c-307deb6d78e6
159,989,2023-03-13,fd7621e5-d644-44c2-888c-307deb6d78e6
159,52,2023-03-14,fd7621e5-d644-44c2-888c-307deb6d78e6
159,442,2023-03-18,fd7621e5-d644-44c2-888c-307deb6d78e6
159,514,2023-03-18,fd7621e5-d644-44c2-888c-307deb6d78e6
159,854,2023-03-19,fd7621e5-d644-44c2-888c-307deb6d78e6
159,469,2023-03-19,fd7621e5-d644-44c2-888c-307deb6d78e6
159,159,2023-03-20,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-20,fd7621e5-d644-44c2-888c-307deb6d78e6
159,752,2023-03-21,fd7621e5-d644-44c2-888c-307deb6d78e6
159,964,2023-03-21,fd7621e5-d644-44c2-888c-307deb6d78e6
159,707,2023-03-21,fd7621e5-d644-44c2-888c-307deb6d78e6
159,368,2023-03-22,fd7621e5-d644-44c2-888c-307deb6d78e6
159,340,2023-03-22,fd7621e5-d644-44c2-888c-307deb6d78e6
159,442,2023-03-24,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-25,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-26,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-26,fd7621e5-d644-44c2-888c-307deb6d78e6
159,852,2023-03-27,fd7621e5-d644-44c2-888c-307deb6d78e6
159,590,2023-03-27,fd7621e5-d644-44c2-888c-307deb6d78e6
159,686,2023-03-27,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-27,fd7621e5-d644-44c2-888c-307deb6d78e6
159,779,2023-03-28,fd7621e5-d644-44c2-888c-307deb6d78e6
159,390,2023-03-28,fd7621e5-d644-44c2-888c-307deb6d78e6
159,244,2023-03-29,fd7621e5-d644-44c2-888c-307deb6d78e6
159,923,2023-03-29,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-03-31,fd7621e5-d644-44c2-888c-307deb6d78e6
159,759,2023-04-01,fd7621e5-d644-44c2-888c-307deb6d78e6
159,27,2023-04-06,fd7621e5-d644-44c2-888c-307deb6d78e6
159,933,2023-04-06,fd7621e5-d644-44c2-888c-307deb6d78e6
159,952,2023-04-07,fd7621e5-d644-44c2-888c-307deb6d78e6
159,340,2023-04-10,fd7621e5-d644-44c2-888c-307deb6d78e6
